Ano;Estado;Sigla;NDVI_Medio;Regiao;Temp_Media_C;Chuva_Media_Anual_mm
2023;Bahia;BA;0,4063170088504261;Nordeste;31,312124;923,5317993164062
2023;Minas Gerais;MG;0,4432037457875529;Sudeste;28,692606;748,363525390625
2023;Espírito Santo;ES;0,1823877207669687;Sudeste;27,872435;538,3715209960938
2023;Rio de Janeiro;RJ;0,3236861322542563;Sudeste;27,101513;570,8793334960938
2023;São Paulo;SP;0,355663099813825;Sudeste;27,877882;646,2462768554688
2023;Paraná;PR;0,5366081830649122;Sul;25,286667;676,7826538085938
2023;Santa Catarina;SC;0,3640648803971024;Sul;22,522205;1078,513671875
2023;Rio Grande do Sul;RS;0,4006116916312331;Sul;24,009848;1162,013671875
2023;Mato Grosso do Sul;MS;0,4618421626395405;Centro-Oeste;30,343042;559,827880859375
2023;Mato Grosso;MT;0,4988874690531204;Centro-Oeste;31,10452;1020,8944702148438
2023;Goiás;GO;0,496373089574237;Centro-Oeste;31,706972;717,7283935546875
2023;Distrito Federal;DF;0,6576114393939394;Centro-Oeste;29,594269;577,89111328125
2023;Rondônia;RO;0,3878579006039606;Norte;30,233335;835,6702880859375
2023;Roraima;RR;0,3914402282088448;Norte;29,023916;1933,739990234375
2024;Acre;AC;0,3825871733467024;Norte;27,881659;1500,0784912109375
2024;Amazonas;AM;0,5462043465420303;Norte;28,023273;2304,348876953125
2024;Pará;PA;0,5550058813952703;Norte;28,294249;1767,94287109375
2024;Amapá;AP;0,3551866598660073;Norte;26,505093;2016,1546630859373
2024;Tocantins;TO;0,4464477407875801;Norte;31,989445;1208,9876708984375
2024;Maranhão;MA;0,3522191585325927;Nordeste;30,806023;1900,64306640625
2024;Piauí;PI;0,3855152757689788;Nordeste;31,607027;2327,5791015625
2024;Ceará;CE;0,4707374942500437;Nordeste;30,98751;3067,580078125
2024;Rio Grande do Norte;RN;0,4374418850973002;Nordeste;31,450628;3338,626953125
2024;Paraíba;PB;0,4086129036198854;Nordeste;30,785244;3172,018310546875
2024;Pernambuco;PE;0,1720802940222063;Nordeste;30,41351;2528,547607421875
2024;Alagoas;AL;0,3620595419224017;Nordeste;30,49777;1959,158447265625
2024;Sergipe;SE;0,3959356579046756;Nordeste;30,35444;1268,1341552734375
2024;Bahia;BA;0,4112003163588121;Nordeste;29,367859;781,8364868164062
2024;Minas Gerais;MG;0,4481780150071981;Sudeste;27,662512;370,79144287109375
2024;Espírito Santo;ES;0,1834882344941886;Sudeste;27,767113;306,5227355957031
2024;Rio de Janeiro;RJ;0,3252233010010328;Sudeste;27,257654;373,42388916015625
2024;São Paulo;SP;0,348590885013948;Sudeste;28,251656;718,570068359375
2024;Paraná;PR;0,5305432245442371;Sul;25,704184;887,787841796875
2024;Santa Catarina;SC;0,3628823469348585;Sul;22,047852;1199,4693603515625
2024;Rio Grande do Sul;RS;0,4098049387329115;Sul;22,460918;1212,30224609375
2024;Mato Grosso do Sul;MS;0,4580033025047307;Centro-Oeste;30,893833;717,021484375
2024;Mato Grosso;MT;0,5009900425833529;Centro-Oeste;30,363598;733,0733642578125
2024;Goiás;GO;0,5029402154815642;Centro-Oeste;30,466366;425,3459777832031
2024;Distrito Federal;DF;0,6570131313131313;Centro-Oeste;28,576134;351,5951232910156
2024;Rondônia;RO;0,3947913459573877;Norte;29,698433;817,6665649414062
2024;Roraima;RR;0,3898478013315419;Norte;29,102766;1791,9892578125
